Country,Year,Markup
NETHERLANDS,1995,1.2409251
NETHERLANDS,1996,1.2262403
NETHERLANDS,1997,1.2326992
NETHERLANDS,1998,1.2618661
NETHERLANDS,1999,1.2838508
NETHERLANDS,2000,1.2593789
NETHERLANDS,2001,1.277532
NETHERLANDS,2002,1.2441268
NETHERLANDS,2003,1.2533302
NETHERLANDS,2004,1.2399327
NETHERLANDS,2005,1.2742505
NETHERLANDS,2006,1.2577244
NETHERLANDS,2007,1.2554578
NETHERLANDS,2008,1.1849635
NETHERLANDS,2009,1.2336898
NETHERLANDS,2010,1.2238222
NETHERLANDS,2011,1.1947758
NETHERLANDS,2012,1.2152199
NETHERLANDS,2013,1.2601099
NETHERLANDS,2014,1.4050494
NETHERLANDS,2015,1.4834204
NETHERLANDS,2016,1.5233282
NEW_ZEALAND,1980,0.97937769
NEW_ZEALAND,1981,0.99516344
NEW_ZEALAND,1982,1.007211
NEW_ZEALAND,1983,1.0437546
NEW_ZEALAND,1984,0.9928965
NEW_ZEALAND,1985,1.0112251
NEW_ZEALAND,1986,1.00258
NEW_ZEALAND,1987,0.99988186
NEW_ZEALAND,1988,0.9333396
NEW_ZEALAND,1989,0.96122664
NEW_ZEALAND,1990,1.0098294
NEW_ZEALAND,1991,1.2820984
NEW_ZEALAND,1992,1.5264971
NEW_ZEALAND,1993,1.6110364
NEW_ZEALAND,1994,1.1754553
NEW_ZEALAND,1995,1.2174577
NEW_ZEALAND,1996,1.1813265
NEW_ZEALAND,1997,1.2338316
NEW_ZEALAND,1998,1.2637658
NEW_ZEALAND,1999,1.1804289
NEW_ZEALAND,2000,1.3050022
NEW_ZEALAND,2001,1.259742
NEW_ZEALAND,2002,1.3032101
NEW_ZEALAND,2003,1.4636034
NEW_ZEALAND,2004,1.3699741
NEW_ZEALAND,2005,1.50089
NEW_ZEALAND,2006,1.5193253
NEW_ZEALAND,2007,1.6015085
NEW_ZEALAND,2008,1.2556101
NEW_ZEALAND,2009,1.2458886
NEW_ZEALAND,2010,1.2814199
NEW_ZEALAND,2011,1.2663293
NEW_ZEALAND,2012,1.2171211
NEW_ZEALAND,2013,1.2722933
NEW_ZEALAND,2014,1.2728803
NEW_ZEALAND,2015,1.3010801
NEW_ZEALAND,2016,1.3469278
NIGERIA,2002,4.2512097
NIGERIA,2003,1.1745548
NIGERIA,2004,1.3765117
NIGERIA,2005,1.3548607
NIGERIA,2006,1.2105892
NIGERIA,2007,1.2379388
NIGERIA,2008,1.2225604
NIGERIA,2009,1.3120939
NIGERIA,2010,1.3549669
NIGERIA,2011,1.3330255
NIGERIA,2012,1.393012
NIGERIA,2013,1.4716164
NIGERIA,2014,1.4965911
NIGERIA,2015,1.562253
NIGERIA,2016,1.3719124
NORWAY,1980,0.86317563
NORWAY,1981,1.0297178
NORWAY,1982,1.0072949
NORWAY,1983,1.0464038
NORWAY,1984,0.99961483
NORWAY,1985,1.0484014
NORWAY,1986,0.94509888
NORWAY,1987,1.4671965
NORWAY,1988,1.2810491
NORWAY,1989,1.5248735
NORWAY,1990,1.5759118
NORWAY,1991,1.4355201
NORWAY,1992,1.3495204
NORWAY,1993,1.35438
NORWAY,1994,1.3826267
NORWAY,1995,1.3433183
NORWAY,1996,1.3803509
NORWAY,1997,1.3592569
NORWAY,1998,1.3275329
NORWAY,1999,1.2493203
NORWAY,2000,1.3326876
NORWAY,2001,1.2928996
NORWAY,2002,1.270769
NORWAY,2003,1.2782294
NORWAY,2004,1.3016152
NORWAY,2005,1.4145004
NORWAY,2006,1.4774165
NORWAY,2007,1.5283077
NORWAY,2008,1.4766897
NORWAY,2009,1.5166614
NORWAY,2010,1.4608126
NORWAY,2011,1.4847338
NORWAY,2012,1.5458999
NORWAY,2013,1.6984007
NORWAY,2014,1.680105
NORWAY,2015,1.6812181
NORWAY,2016,1.6002796
OMAN,2004,1.2093666
OMAN,2005,2.448348
OMAN,2006,2.0894215
OMAN,2007,1.8972218
OMAN,2008,1.850407
OMAN,2009,1.9502361
OMAN,2010,2.0170074
OMAN,2011,1.8907678
OMAN,2012,1.6686541
OMAN,2013,1.8441409
OMAN,2014,1.9101257
OMAN,2015,1.9070643
OMAN,2016,1.7149813
PAKISTAN,1988,1.1724817
PAKISTAN,1989,1.0404189
PAKISTAN,1990,1.0641793
PAKISTAN,1991,0.99000311
PAKISTAN,1992,1.0672437
PAKISTAN,1993,1.0747987
PAKISTAN,1994,1.1010513
PAKISTAN,1995,1.085263
PAKISTAN,1996,1.1345748
PAKISTAN,1997,1.2254694
PAKISTAN,1998,1.2600111
PAKISTAN,1999,1.4107022
PAKISTAN,2000,1.1709727
PAKISTAN,2001,1.1787324
PAKISTAN,2002,1.2102691
PAKISTAN,2003,1.3014154
PAKISTAN,2004,1.3506871
PAKISTAN,2005,1.294162
PAKISTAN,2006,1.2117082
PAKISTAN,2007,1.1674528
PAKISTAN,2008,1.2355542
PAKISTAN,2009,1.1166767
PAKISTAN,2010,1.2053101
PAKISTAN,2011,1.1177158
PAKISTAN,2012,1.105986
PAKISTAN,2013,1.1268157
PAKISTAN,2014,1.1377219
PAKISTAN,2015,1.1458682
PAKISTAN,2016,1.1698604
PALESTINE,2005,3.1712909
PALESTINE,2006,2.5199544
PALESTINE,2007,2.3666816
PALESTINE,2008,4.336729
PALESTINE,2009,4.3132224
PALESTINE,2010,1.7606766
PALESTINE,2011,1.8964219
PALESTINE,2012,1.844503
PALESTINE,2013,3.7817807
PALESTINE,2014,3.983413
PALESTINE,2015,3.9606538
PALESTINE,2016,4.0435095
PANAMA,2005,1.536652
PANAMA,2006,1.5763679
PANAMA,2007,2.2101469
PANAMA,2008,1.6389648
PANAMA,2009,1.8255374
PANAMA,2010,1.5417436
PANAMA,2011,1.4174238
PANAMA,2012,2.4355953
PANAMA,2013,2.3431981
PANAMA,2014,2.3560407
PANAMA,2015,2.5451801
PANAMA,2016,2.8130832
PAPUA_NEW_GUINEA,1981,1.0169426
PAPUA_NEW_GUINEA,1982,1.0087631
PAPUA_NEW_GUINEA,1983,1.1384057
PAPUA_NEW_GUINEA,1984,0.95078874
PAPUA_NEW_GUINEA,1985,1.0370803
PAPUA_NEW_GUINEA,1986,1.1756117
PAPUA_NEW_GUINEA,1987,1.4339528
PAPUA_NEW_GUINEA,1988,1.5387223
PAPUA_NEW_GUINEA,1989,1.108134
PAPUA_NEW_GUINEA,1992,1.9988523
PAPUA_NEW_GUINEA,1993,3.1072011
PAPUA_NEW_GUINEA,1994,3.1430724
PAPUA_NEW_GUINEA,1995,3.5535316
PAPUA_NEW_GUINEA,1996,3.3555198
PAPUA_NEW_GUINEA,1997,1.9439133
PAPUA_NEW_GUINEA,1998,1.9693657
PAPUA_NEW_GUINEA,1999,2.7870398
PAPUA_NEW_GUINEA,2000,2.2094915
PAPUA_NEW_GUINEA,2001,2.5965345
PAPUA_NEW_GUINEA,2002,2.5739803
PAPUA_NEW_GUINEA,2003,2.6442237
PAPUA_NEW_GUINEA,2004,4.4121447
PAPUA_NEW_GUINEA,2005,5.6256628
PAPUA_NEW_GUINEA,2006,5.6899505
PAPUA_NEW_GUINEA,2007,5.5239882
PAPUA_NEW_GUINEA,2008,6.8017263
PAPUA_NEW_GUINEA,2009,2.2475057
PAPUA_NEW_GUINEA,2010,2.7323573
PAPUA_NEW_GUINEA,2011,3.919127
PAPUA_NEW_GUINEA,2012,1.5353465
PAPUA_NEW_GUINEA,2013,2.0159488
PAPUA_NEW_GUINEA,2014,3.0624907
PAPUA_NEW_GUINEA,2015,3.2026339
PAPUA_NEW_GUINEA,2016,2.6618893
PARAGUAY,2005,1.1698424
PARAGUAY,2006,1.2196231
PARAGUAY,2007,1.1712716
PARAGUAY,2008,1.188342
PARAGUAY,2009,1.2027005
PARAGUAY,2010,1.1692334
PARAGUAY,2011,1.1265334
PARAGUAY,2012,1.2073298
PARAGUAY,2013,1.2166773
PARAGUAY,2014,1.2120104
PARAGUAY,2015,1.2865547
PARAGUAY,2016,1.2121947
PERU,1987,1.6754979
PERU,1988,1.6537036
PERU,1989,2.2011228
PERU,1990,1.8267924
PERU,1991,1.3960053
PERU,1992,1.4345113
PERU,1993,1.4298728
PERU,1994,1.6385216
PERU,1995,1.9777076
PERU,1996,1.4544811
PERU,1997,2.8858533
PERU,1998,3.8998232
PERU,1999,1.9635903
PERU,2000,3.0915534
PERU,2001,2.2407715
PERU,2002,2.3341146
PERU,2003,2.2079842
PERU,2004,1.8731782
PERU,2005,1.7340956
PERU,2006,1.9390256
PERU,2007,1.8385619
PERU,2008,1.5692772
PERU,2009,1.6256838
PERU,2010,1.8315573
PERU,2011,1.6560098
PERU,2012,1.5301898
PERU,2013,1.69069
PERU,2014,1.6007025
PERU,2015,1.5713332
PERU,2016,1.6424026
PHILIPPINES,1988,2.0953894
PHILIPPINES,1989,1.8648314
PHILIPPINES,1990,1.7579862
PHILIPPINES,1991,1.3633124
PHILIPPINES,1992,1.2490908
PHILIPPINES,1993,1.3304139
PHILIPPINES,1994,1.2237834
PHILIPPINES,1995,1.4126571
PHILIPPINES,1996,1.6003813
PHILIPPINES,1997,1.3887023
PHILIPPINES,1998,1.4352881
PHILIPPINES,1999,1.3539267
PHILIPPINES,2000,1.4288778
PHILIPPINES,2001,1.4637673
PHILIPPINES,2002,1.5628331
PHILIPPINES,2003,1.5081969
PHILIPPINES,2004,1.7303145
PHILIPPINES,2005,1.7341771
PHILIPPINES,2006,1.5896242
PHILIPPINES,2007,1.7929562
PHILIPPINES,2008,1.7668073
PHILIPPINES,2009,1.6089374
PHILIPPINES,2010,1.4996895
PHILIPPINES,2011,1.4249597
PHILIPPINES,2012,1.3336391
PHILIPPINES,2013,1.3709962
PHILIPPINES,2014,1.3495283
PHILIPPINES,2015,1.4604653
PHILIPPINES,2016,1.4975445
POLAND,1992,1.2034861
POLAND,1993,1.1336854
POLAND,1994,1.2813939
POLAND,1995,1.2065215
POLAND,1996,1.1620238
POLAND,1997,1.1691487
POLAND,1998,1.2870073
POLAND,1999,1.2683009
POLAND,2000,1.2859445
POLAND,2001,1.2111113
POLAND,2002,1.2449243
POLAND,2003,1.2567885
POLAND,2004,1.2654171
POLAND,2005,1.1927878
POLAND,2006,1.1518764
POLAND,2007,1.1366287
POLAND,2008,1.1037745
POLAND,2009,1.1841691
POLAND,2010,1.0889537
POLAND,2011,1.0481935
POLAND,2012,1.0405047
POLAND,2013,1.1274776
POLAND,2014,1.0955994
POLAND,2015,1.3949221
POLAND,2016,1.3710041
PORTUGAL,1985,1.2410101
PORTUGAL,1986,1.3052419
PORTUGAL,1987,1.2888891
PORTUGAL,1988,1.2390779
PORTUGAL,1989,1.1979116
PORTUGAL,1990,1.1447128
PORTUGAL,1991,1.0142072
PORTUGAL,1992,0.97448146
PORTUGAL,1993,0.95873225
PORTUGAL,1994,1.5584195
PORTUGAL,1995,1.465397
PORTUGAL,1996,1.508831
PORTUGAL,1997,1.4268062
PORTUGAL,1998,1.3929743
PORTUGAL,1999,1.2944254
PORTUGAL,2000,1.1291709
PORTUGAL,2001,1.0789015
PORTUGAL,2002,1.0738302
PORTUGAL,2003,1.0761579
PORTUGAL,2004,1.1024399
PORTUGAL,2005,1.1823024
PORTUGAL,2006,1.1958592
PORTUGAL,2007,1.1639951
PORTUGAL,2008,1.1205025
PORTUGAL,2009,1.1500393
PORTUGAL,2010,1.123878
PORTUGAL,2011,1.0773512
PORTUGAL,2012,1.053835
PORTUGAL,2013,1.2416555
PORTUGAL,2014,1.0789802
PORTUGAL,2015,1.0904803
PORTUGAL,2016,1.1865612
PUERTO_RICO,1998,1.4246012
PUERTO_RICO,1999,1.2940041
PUERTO_RICO,2000,1.0735714
PUERTO_RICO,2001,1.1403184
PUERTO_RICO,2002,1.3101916
PUERTO_RICO,2003,1.2378772
PUERTO_RICO,2004,1.2539802
PUERTO_RICO,2005,1.2503915
PUERTO_RICO,2006,1.4261454
PUERTO_RICO,2007,1.4332063
PUERTO_RICO,2008,1.2950989
PUERTO_RICO,2009,1.5810072
PUERTO_RICO,2010,1.6436806
PUERTO_RICO,2011,1.7673345
PUERTO_RICO,2012,1.871127
PUERTO_RICO,2013,1.8908929
PUERTO_RICO,2014,1.9893682
PUERTO_RICO,2015,1.9431869
PUERTO_RICO,2016,1.9367123
QATAR,2003,1.9373916
QATAR,2004,1.8779371
QATAR,2005,2.2306807
QATAR,2006,1.4010129
QATAR,2007,1.9965066
QATAR,2008,1.8632175
QATAR,2009,2.2044165
QATAR,2010,3.2911277
QATAR,2011,3.22454
QATAR,2012,1.9221656
QATAR,2013,1.8708192
QATAR,2014,1.9607515
QATAR,2015,1.912398
QATAR,2016,1.6865652
ROMANIA,2005,1.5714494
ROMANIA,2006,1.4796052
ROMANIA,2007,1.3107054
ROMANIA,2008,1.2694278
ROMANIA,2009,1.3253402
ROMANIA,2010,1.5186882
ROMANIA,2011,1.5678892
ROMANIA,2012,1.4714391
ROMANIA,2013,2.0039725
ROMANIA,2014,2.9442909
ROMANIA,2015,1.905979
ROMANIA,2016,2.3140717
RUSSIA,1995,1.0600034
RUSSIA,1996,1.1136265
RUSSIA,1997,1.5741611
RUSSIA,1998,1.6910194
RUSSIA,1999,2.2840405
RUSSIA,2000,3.3553369
RUSSIA,2001,2.4633758
RUSSIA,2002,2.1999848
RUSSIA,2003,2.089617
RUSSIA,2004,2.0863919
RUSSIA,2005,2.0447018
RUSSIA,2006,2.1712947
RUSSIA,2007,1.9728023
RUSSIA,2008,1.9779314
RUSSIA,2009,1.8422495
RUSSIA,2010,1.8800417
RUSSIA,2011,1.6897329
RUSSIA,2012,1.8170928
RUSSIA,2013,3.227694
RUSSIA,2014,2.5979211
RUSSIA,2015,2.7643826
RUSSIA,2016,2.8097975
SAUDI_ARABIA,2002,1.6975553
SAUDI_ARABIA,2003,1.6087589
SAUDI_ARABIA,2004,1.6576148
SAUDI_ARABIA,2005,1.9324985
SAUDI_ARABIA,2006,1.7825689
SAUDI_ARABIA,2007,1.6536832
SAUDI_ARABIA,2008,1.660915
SAUDI_ARABIA,2009,1.5254343
SAUDI_ARABIA,2010,1.3542105
SAUDI_ARABIA,2011,1.3575858
SAUDI_ARABIA,2012,1.3371894
SAUDI_ARABIA,2013,1.3653721
SAUDI_ARABIA,2014,1.3759526
SAUDI_ARABIA,2015,1.4810836
SAUDI_ARABIA,2016,1.5074793
SENEGAL,2005,4.6888094
SENEGAL,2006,4.9359794
SENEGAL,2007,5.18608
SENEGAL,2008,4.8428788
SENEGAL,2009,4.9242554
SENEGAL,2010,4.8453841
SENEGAL,2011,4.9655471
SENEGAL,2012,4.8644104
SENEGAL,2013,1.8793272
SENEGAL,2014,1.8334551
SENEGAL,2015,1.774146
SENEGAL,2016,1.5898308
SERBIA,2005,1.2460668
SERBIA,2006,1.2001259
SERBIA,2007,1.2229182
SERBIA,2008,1.1711209
SERBIA,2009,1.278932
SERBIA,2010,1.2645607
SERBIA,2011,1.2854515
SERBIA,2012,1.4314983
SERBIA,2013,1.5510187
SERBIA,2014,1.4774265
SERBIA,2015,1.5043257
SERBIA,2016,1.5841604
SIERRA_LEONE,2005,2.4625001
SIERRA_LEONE,2006,1.2591313
SIERRA_LEONE,2007,0.80351728
SIERRA_LEONE,2008,0.60601592
SIERRA_LEONE,2009,1.0201826
SIERRA_LEONE,2010,0.92122483
SIERRA_LEONE,2011,0.97059643
SIERRA_LEONE,2012,2.2692451
SIERRA_LEONE,2013,1.3479221
SIERRA_LEONE,2014,1.0969368
SIERRA_LEONE,2015,1.1299586
SINGAPORE,1980,1.4992583
SINGAPORE,1981,1.2065017
SINGAPORE,1982,1.0613681
SINGAPORE,1983,1.1819496
SINGAPORE,1984,1.2766209
SINGAPORE,1985,0.98165733
SINGAPORE,1986,1.0498717
SINGAPORE,1987,1.0223125
SINGAPORE,1988,1.0714468
SINGAPORE,1989,1.1133307
SINGAPORE,1990,1.1449695
SINGAPORE,1991,1.1625986
SINGAPORE,1992,1.1664255
SINGAPORE,1993,1.2073617
SINGAPORE,1994,1.1743923
SINGAPORE,1995,1.1686361
SINGAPORE,1996,1.155267
SINGAPORE,1997,1.1223869
SINGAPORE,1998,1.0722775
SINGAPORE,1999,1.1208192
SINGAPORE,2000,1.3169074
SINGAPORE,2001,1.4011934
SINGAPORE,2002,1.4878517
SINGAPORE,2003,1.3528413
SINGAPORE,2004,1.3425134
SINGAPORE,2005,1.2310454
SINGAPORE,2006,1.2408996
SINGAPORE,2007,1.215598
SINGAPORE,2008,1.1947917
SINGAPORE,2009,1.2061405
SINGAPORE,2010,1.3267372
SINGAPORE,2011,1.3304926
SINGAPORE,2012,1.2596825
SINGAPORE,2013,1.2637302
SINGAPORE,2014,1.2781634
SINGAPORE,2015,1.3174906
SINGAPORE,2016,1.3154168
SLOVAKIA,1996,1.221895
SLOVAKIA,1997,1.1021683
SLOVAKIA,1998,1.0467782
SLOVAKIA,1999,1.0995953
SLOVAKIA,2000,1.1665192
SLOVAKIA,2001,1.1396708
SLOVAKIA,2002,1.0949824
SLOVAKIA,2003,1.009048
SLOVAKIA,2004,1.0771794
SLOVAKIA,2005,1.0042787
SLOVAKIA,2006,0.94127339
SLOVAKIA,2007,1.0367562
SLOVAKIA,2008,0.99126804
SLOVAKIA,2009,0.85470957
SLOVAKIA,2010,0.89163715
SLOVAKIA,2011,0.88697737
SLOVAKIA,2012,0.93597233
SLOVAKIA,2013,0.97600675
SLOVAKIA,2014,1.01598
SLOVAKIA,2015,1.1276441
SLOVAKIA,2016,1.2146139
SLOVENIA,2000,1.0983243
SLOVENIA,2001,1.3632181
SLOVENIA,2002,1.1510715
SLOVENIA,2003,1.2389388
SLOVENIA,2004,1.2574506
SLOVENIA,2005,1.2688227
SLOVENIA,2006,1.6253613
SLOVENIA,2007,1.6607984
SLOVENIA,2008,1.1745501
SLOVENIA,2009,1.0828127
SLOVENIA,2010,1.2697688
SLOVENIA,2011,1.1980755
SLOVENIA,2012,1.1101215
SLOVENIA,2013,1.1102438
SLOVENIA,2014,1.1222112
SLOVENIA,2015,1.1815957
SLOVENIA,2016,1.129513
SOUTH_AFRICA,1982,1.2821947
SOUTH_AFRICA,1983,1.0701857
SOUTH_AFRICA,1984,1.1421816
SOUTH_AFRICA,1985,0.99715793
SOUTH_AFRICA,1986,1.0773832
SOUTH_AFRICA,1987,1.1236126
SOUTH_AFRICA,1988,1.0811698
SOUTH_AFRICA,1989,1.0826
SOUTH_AFRICA,1990,1.0699247
SOUTH_AFRICA,1991,1.0417191
SOUTH_AFRICA,1992,1.0082041
SOUTH_AFRICA,1993,1.0048413
SOUTH_AFRICA,1994,1.0013059
SOUTH_AFRICA,1995,1.0151522
SOUTH_AFRICA,1996,1.0000842
SOUTH_AFRICA,1997,1.0240684
SOUTH_AFRICA,1998,1.0143826
SOUTH_AFRICA,1999,1.0200744
SOUTH_AFRICA,2000,1.1121479
SOUTH_AFRICA,2001,1.1999007
SOUTH_AFRICA,2002,1.2286962
SOUTH_AFRICA,2003,1.3475367
SOUTH_AFRICA,2004,1.4098859
SOUTH_AFRICA,2005,1.431818
SOUTH_AFRICA,2006,1.516663
SOUTH_AFRICA,2007,1.3440846
SOUTH_AFRICA,2008,1.3980768
SOUTH_AFRICA,2009,1.2986751
SOUTH_AFRICA,2010,1.3682032
SOUTH_AFRICA,2011,1.4176106
SOUTH_AFRICA,2012,1.3202333
SOUTH_AFRICA,2013,1.338089
SOUTH_AFRICA,2014,1.4437921
SOUTH_AFRICA,2015,1.3262649
SOUTH_AFRICA,2016,1.3440737
SOUTH_KOREA,1980,0.76384872
SOUTH_KOREA,1981,0.7573964
SOUTH_KOREA,1982,0.76970088
SOUTH_KOREA,1983,0.81004995
SOUTH_KOREA,1984,0.84928107
SOUTH_KOREA,1985,1.0547804
SOUTH_KOREA,1986,1.0394995
SOUTH_KOREA,1987,0.95785731
SOUTH_KOREA,1988,1.0047609
SOUTH_KOREA,1989,1.1045653
SOUTH_KOREA,1990,1.0680749
SOUTH_KOREA,1991,1.0322556
SOUTH_KOREA,1992,1.0557258
SOUTH_KOREA,1993,1.0389792
SOUTH_KOREA,1994,1.0605445
SOUTH_KOREA,1995,1.1330166
SOUTH_KOREA,1996,1.0985197
SOUTH_KOREA,1997,1.1215129
SOUTH_KOREA,1998,1.0970038
SOUTH_KOREA,1999,1.1233865
SOUTH_KOREA,2000,1.2069371
SOUTH_KOREA,2001,1.1506844
SOUTH_KOREA,2002,1.3877345
SOUTH_KOREA,2003,1.214944
SOUTH_KOREA,2004,1.3462121
SOUTH_KOREA,2005,1.2181042
SOUTH_KOREA,2006,1.282806
SOUTH_KOREA,2007,1.2472649
SOUTH_KOREA,2008,1.1806008
SOUTH_KOREA,2009,1.1337543
SOUTH_KOREA,2010,1.1543548
SOUTH_KOREA,2011,1.0795398
SOUTH_KOREA,2012,1.0846671
SOUTH_KOREA,2013,1.1166416
SOUTH_KOREA,2014,1.3773532
SOUTH_KOREA,2015,1.4598217
SOUTH_KOREA,2016,1.4849899
SPAIN,1980,1.0177273
SPAIN,1981,0.98994964
SPAIN,1982,0.98284084
SPAIN,1983,1.0219635
SPAIN,1984,0.99258685
SPAIN,1985,0.98835838
SPAIN,1986,1.0583394
SPAIN,1987,1.2393525
SPAIN,1988,1.2436612
SPAIN,1989,1.1804003
SPAIN,1990,1.3609037
SPAIN,1991,1.3483706
SPAIN,1992,1.288113
SPAIN,1993,1.2834644
SPAIN,1994,1.3139451
SPAIN,1995,1.3259495
SPAIN,1996,1.3183748
SPAIN,1997,1.3193401
SPAIN,1998,1.3904579
SPAIN,1999,1.2697986
SPAIN,2000,1.2336272
SPAIN,2001,1.2269572
SPAIN,2002,1.2076018
SPAIN,2003,1.2201076
SPAIN,2004,1.2223809
SPAIN,2005,1.3966043
SPAIN,2006,1.3508911
SPAIN,2007,1.3823445
SPAIN,2008,1.2840545
SPAIN,2009,1.2974952
SPAIN,2010,1.1966529
SPAIN,2011,1.1493021
SPAIN,2012,1.2340957
SPAIN,2013,1.2942785
SPAIN,2014,1.2813883
SPAIN,2015,1.27008
SPAIN,2016,1.3435318
SRI_LANKA,1993,1.0486165
SRI_LANKA,1994,1.117607
SRI_LANKA,1995,1.0929608
SRI_LANKA,1996,1.007628
SRI_LANKA,1997,1.0541804
SRI_LANKA,1998,1.0877675
SRI_LANKA,1999,1.1343178
SRI_LANKA,2000,1.429159
SRI_LANKA,2001,1.3847659
SRI_LANKA,2002,1.4029434
SRI_LANKA,2003,1.3951057
SRI_LANKA,2004,1.631704
SRI_LANKA,2005,1.354955
SRI_LANKA,2006,1.3495756
SRI_LANKA,2007,1.3254278
SRI_LANKA,2008,1.2862948
SRI_LANKA,2009,1.2466799
SRI_LANKA,2010,1.3413856
SRI_LANKA,2011,1.3970131
SRI_LANKA,2012,1.3285512
SRI_LANKA,2013,1.3360311
SRI_LANKA,2014,1.3266548
SRI_LANKA,2015,1.3425071
SRI_LANKA,2016,1.4128851
SUDAN,2005,5.0268188
SUDAN,2006,3.2989514
SUDAN,2007,1.7260072
SUDAN,2008,1.5476379
SUDAN,2009,1.2636732
SUDAN,2010,1.1684986
SUDAN,2011,1.2092249
SUDAN,2012,1.8454936
SUDAN,2013,1.618012
SUDAN,2014,1.549596
SUDAN,2015,1.5628309
SUDAN,2016,1.5293509
SWAZILAND,2005,2.4939754
SWAZILAND,2006,2.2496536
SWAZILAND,2007,1.3963567
SWAZILAND,2008,1.4201732
SWAZILAND,2009,1.451282
SWAZILAND,2010,1.3724109
SWAZILAND,2011,2.6332734
SWAZILAND,2012,2.3057671
SWAZILAND,2013,2.3569436
SWEDEN,1980,0.80839622
SWEDEN,1981,0.81770313
SWEDEN,1982,0.85437721
SWEDEN,1983,0.87973398
SWEDEN,1984,0.88624769
SWEDEN,1985,0.88445866
SWEDEN,1986,0.91214854
SWEDEN,1987,0.98864114
SWEDEN,1988,1.0435414
SWEDEN,1989,1.0590318
SWEDEN,1990,1.0754682
SWEDEN,1991,1.1007445
SWEDEN,1992,1.1408226
SWEDEN,1993,1.1907336
SWEDEN,1994,1.2650962
SWEDEN,1995,1.1166058
SWEDEN,1996,1.1020368
SWEDEN,1997,1.2465712
SWEDEN,1998,1.5218873
SWEDEN,1999,1.2897166
SWEDEN,2000,1.2657208
SWEDEN,2001,1.1943398
SWEDEN,2002,1.3024402
SWEDEN,2003,1.3039222
SWEDEN,2004,1.3078247
SWEDEN,2005,1.2559745
SWEDEN,2006,1.2697579
SWEDEN,2007,1.2604597
SWEDEN,2008,1.2429277
SWEDEN,2009,1.2400465
SWEDEN,2010,1.3137976
SWEDEN,2011,1.2671412
SWEDEN,2012,1.2666652
SWEDEN,2013,1.2862754
SWEDEN,2014,1.2921674
SWEDEN,2015,1.2821308
SWEDEN,2016,1.3113451
SWITZERLAND,1980,1.0865742
SWITZERLAND,1981,1.1031561
SWITZERLAND,1982,1.1077671
SWITZERLAND,1983,1.120167
SWITZERLAND,1984,1.1351604
SWITZERLAND,1985,1.1238176
SWITZERLAND,1986,1.0859357
SWITZERLAND,1987,1.3613436
SWITZERLAND,1988,1.3037453
SWITZERLAND,1989,1.3552696
SWITZERLAND,1990,1.3640345
SWITZERLAND,1991,1.4696217
SWITZERLAND,1992,1.5456866
SWITZERLAND,1993,1.7255114
SWITZERLAND,1994,1.7216593
SWITZERLAND,1995,1.6858221
SWITZERLAND,1996,1.6926601
SWITZERLAND,1997,1.7340937
SWITZERLAND,1998,1.7910404
SWITZERLAND,1999,1.8538501
SWITZERLAND,2000,1.863786
SWITZERLAND,2001,1.9788039
SWITZERLAND,2002,2.0616534
SWITZERLAND,2003,2.0534251
SWITZERLAND,2004,2.1066194
SWITZERLAND,2005,2.0614231
SWITZERLAND,2006,2.1200113
SWITZERLAND,2007,2.0142195
SWITZERLAND,2008,1.8519465
SWITZERLAND,2009,1.926668
SWITZERLAND,2010,1.8959702
SWITZERLAND,2011,1.8236865
SWITZERLAND,2012,1.8297158
SWITZERLAND,2013,1.9532019
SWITZERLAND,2014,1.981251
SWITZERLAND,2015,2.9549739
SWITZERLAND,2016,2.7177191
TAIWAN,1988,1.3538367
TAIWAN,1989,1.4312268
TAIWAN,1990,1.3492131
TAIWAN,1991,1.2591172
TAIWAN,1992,1.2763069
TAIWAN,1993,1.2364136
TAIWAN,1994,1.2734804
TAIWAN,1995,1.2804999
TAIWAN,1996,1.2065153
TAIWAN,1997,1.1884454
TAIWAN,1998,1.1939886
TAIWAN,1999,1.3080217
TAIWAN,2000,1.4224931
TAIWAN,2001,1.2767391
TAIWAN,2002,1.2467493
TAIWAN,2003,1.2198108
TAIWAN,2004,1.220404
TAIWAN,2005,1.1558456
TAIWAN,2006,1.1545833
TAIWAN,2007,1.122615
TAIWAN,2008,1.0838013
TAIWAN,2009,1.1002603
TAIWAN,2010,1.1025231
TAIWAN,2011,1.0738153
TAIWAN,2012,1.092783
TAIWAN,2013,1.1836261
TAIWAN,2014,1.2068175
TAIWAN,2015,1.2268893
TAIWAN,2016,1.2385912
TANZANIA,2005,1.5564564
TANZANIA,2006,1.6181337
TANZANIA,2007,1.7070844
TANZANIA,2008,1.6683016
TANZANIA,2009,1.9854922
TANZANIA,2010,2.0342629
TANZANIA,2011,2.027107
TANZANIA,2012,2.5955219
TANZANIA,2013,2.3948448
TANZANIA,2014,2.3749852
TANZANIA,2015,2.6050856
TANZANIA,2016,3.3238668
THAILAND,1987,1.2670417
THAILAND,1988,1.1376408
THAILAND,1989,1.4213942
THAILAND,1990,1.3370752
THAILAND,1991,1.2973689
THAILAND,1992,1.3427033
THAILAND,1993,1.309498
THAILAND,1994,1.4039406
THAILAND,1995,1.5189705
THAILAND,1996,1.5943394
THAILAND,1997,1.6353896
THAILAND,1998,1.4867419
THAILAND,1999,1.504968
