Country,Year,Markup
FRANCE,2009,1.4136074
FRANCE,2010,1.3932703
FRANCE,2011,1.3814069
FRANCE,2012,1.3569046
FRANCE,2013,1.4407445
FRANCE,2014,1.4370521
FRANCE,2015,1.4831409
FRANCE,2016,1.5013667
GABON,1991,2.0887356
GABON,1992,1.8616984
GABON,1993,1.9067914
GABON,1994,2.5265906
GABON,1995,2.6965296
GABON,1996,3.6786244
GABON,1997,3.4480045
GABON,1998,2.3364022
GABON,1999,3.7367892
GABON,2000,6.4607019
GABON,2001,3.2699509
GABON,2002,3.496331
GABON,2003,3.1366074
GABON,2004,3.2924597
GABON,2005,3.9260867
GABON,2006,3.835407
GABON,2007,4.2072911
GABON,2008,3.760551
GABON,2009,2.5770099
GABON,2010,2.9073849
GABON,2011,2.9887211
GABON,2012,3.0317764
GABON,2013,1.8638324
GABON,2014,1.7417831
GABON,2015,1.0059563
GEORGIA,2012,1.2614387
GEORGIA,2013,1.2324225
GEORGIA,2014,1.2679592
GEORGIA,2015,1.3391454
GEORGIA,2016,1.2668853
GERMANY,1980,1.0653025
GERMANY,1981,1.0737839
GERMANY,1982,1.0637935
GERMANY,1983,1.0487398
GERMANY,1984,1.0519525
GERMANY,1985,1.0098965
GERMANY,1986,1.0162916
GERMANY,1987,1.1481584
GERMANY,1988,1.1007707
GERMANY,1989,1.1530123
GERMANY,1990,1.1454642
GERMANY,1991,1.1636913
GERMANY,1992,1.1525199
GERMANY,1993,1.1574907
GERMANY,1994,1.1999661
GERMANY,1995,1.1936989
GERMANY,1996,1.2071601
GERMANY,1997,1.2034624
GERMANY,1998,1.2290994
GERMANY,1999,1.2386193
GERMANY,2000,1.2462593
GERMANY,2001,1.2238665
GERMANY,2002,1.2783329
GERMANY,2003,1.2936537
GERMANY,2004,1.3018601
GERMANY,2005,1.2962291
GERMANY,2006,1.3032961
GERMANY,2007,1.319746
GERMANY,2008,1.2748575
GERMANY,2009,1.2710941
GERMANY,2010,1.2813351
GERMANY,2011,1.2520727
GERMANY,2012,1.263847
GERMANY,2013,1.2621626
GERMANY,2014,1.2644119
GERMANY,2015,1.2828934
GERMANY,2016,1.3536361
GHANA,2000,1.6164057
GHANA,2001,0.9911167
GHANA,2002,0.99053174
GHANA,2003,0.90541101
GHANA,2005,1.1063243
GHANA,2006,1.071349
GHANA,2007,1.0393498
GHANA,2008,1.0479673
GHANA,2009,1.0478843
GHANA,2010,1.0597671
GHANA,2011,1.0357045
GHANA,2012,1.0435382
GHANA,2013,1.0639325
GHANA,2014,1.0288655
GHANA,2015,1.0280038
GHANA,2016,1.1084853
GIBRALTAR,2002,0.58845198
GIBRALTAR,2003,1.1945115
GIBRALTAR,2004,1.2550131
GIBRALTAR,2005,5.2761011
GIBRALTAR,2006,2.5010288
GIBRALTAR,2007,2.9651823
GIBRALTAR,2008,2.7203493
GIBRALTAR,2009,2.2718072
GIBRALTAR,2010,2.1534009
GIBRALTAR,2011,2.4421096
GIBRALTAR,2012,5.6612577
GIBRALTAR,2013,5.2481461
GIBRALTAR,2014,4.8228803
GIBRALTAR,2015,1.0304779
GIBRALTAR,2016,2.3531144
GREECE,1985,1.0689392
GREECE,1986,1.1322125
GREECE,1987,1.1781189
GREECE,1988,1.2020993
GREECE,1989,1.2026596
GREECE,1990,1.2171584
GREECE,1991,1.1731982
GREECE,1992,1.2632053
GREECE,1993,1.2470613
GREECE,1994,1.3448372
GREECE,1995,1.3740551
GREECE,1996,1.3899522
GREECE,1997,1.4323068
GREECE,1998,1.4247651
GREECE,1999,1.4012525
GREECE,2000,1.3053799
GREECE,2001,1.3151795
GREECE,2002,1.3616699
GREECE,2003,1.3456351
GREECE,2004,1.3415638
GREECE,2005,1.348654
GREECE,2006,1.9698552
GREECE,2007,1.8194324
GREECE,2008,1.7347695
GREECE,2009,1.8317801
GREECE,2010,1.7617317
GREECE,2011,1.7265139
GREECE,2012,1.6774675
GREECE,2013,1.4206367
GREECE,2014,1.4809428
GREECE,2015,1.6558636
GREECE,2016,1.7988027
GUATEMALA,2005,1.0035725
GUATEMALA,2006,0.99468875
GUATEMALA,2007,0.96993238
GUATEMALA,2008,0.98571938
GUATEMALA,2009,1.0058208
GUATEMALA,2010,0.99510455
GUATEMALA,2011,1.0689561
GUATEMALA,2012,1.2460915
GUATEMALA,2013,4.3555698
GUATEMALA,2014,3.9952791
GUATEMALA,2015,3.8938694
GUERNSEY,2004,1.6412231
GUERNSEY,2005,1.4394432
GUERNSEY,2006,3.0513284
GUERNSEY,2007,2.7882288
GUERNSEY,2008,1.9141408
GUERNSEY,2009,1.7740054
GUERNSEY,2010,2.2658353
GUERNSEY,2011,2.1738417
GUERNSEY,2012,2.1253715
GUERNSEY,2013,2.8120711
GUERNSEY,2014,4.3313656
GUERNSEY,2015,4.573267
GUERNSEY,2016,3.4389768
GUYANA,2007,1.6601142
GUYANA,2008,1.6510469
GUYANA,2009,1.6831455
GUYANA,2010,1.7272716
HONG_KONG,1982,1.2564809
HONG_KONG,1983,1.1176788
HONG_KONG,1984,1.05423
HONG_KONG,1985,1.139734
HONG_KONG,1986,1.0874659
HONG_KONG,1987,1.1547766
HONG_KONG,1988,1.172392
HONG_KONG,1989,1.2327818
HONG_KONG,1990,1.1691194
HONG_KONG,1991,1.1578937
HONG_KONG,1992,1.1549418
HONG_KONG,1993,1.168736
HONG_KONG,1994,1.2387877
HONG_KONG,1995,1.2835552
HONG_KONG,1996,1.2186167
HONG_KONG,1997,1.2021424
HONG_KONG,1998,1.202574
HONG_KONG,1999,1.3303272
HONG_KONG,2000,1.6259208
HONG_KONG,2001,2.012202
HONG_KONG,2002,2.1215222
HONG_KONG,2003,2.1675129
HONG_KONG,2004,1.9374028
HONG_KONG,2005,1.6475927
HONG_KONG,2006,1.6540691
HONG_KONG,2007,1.4993982
HONG_KONG,2008,1.5787102
HONG_KONG,2009,1.608367
HONG_KONG,2010,1.521217
HONG_KONG,2011,1.3149352
HONG_KONG,2012,1.2628242
HONG_KONG,2013,1.7507005
HONG_KONG,2014,1.7606699
HONG_KONG,2015,1.7362204
HONG_KONG,2016,1.6469181
HUNGARY,1992,1.6005341
HUNGARY,1993,1.2099364
HUNGARY,1994,1.1891259
HUNGARY,1995,1.0701665
HUNGARY,1996,1.2010854
HUNGARY,1997,1.5908835
HUNGARY,1998,1.5047596
HUNGARY,1999,1.4871343
HUNGARY,2000,1.2440383
HUNGARY,2001,1.2158229
HUNGARY,2002,1.211272
HUNGARY,2003,1.1809303
HUNGARY,2004,1.2306176
HUNGARY,2005,1.2354505
HUNGARY,2006,1.2353213
HUNGARY,2007,1.1951188
HUNGARY,2008,1.1133391
HUNGARY,2009,1.1255008
HUNGARY,2010,1.1100734
HUNGARY,2011,1.081582
HUNGARY,2012,1.1238838
HUNGARY,2013,1.1410438
HUNGARY,2014,1.1345618
HUNGARY,2015,1.2259685
HUNGARY,2016,1.2757814
ICELAND,2002,1.1702703
ICELAND,2003,1.1049167
ICELAND,2004,1.1294756
ICELAND,2005,1.1973422
ICELAND,2006,1.2396381
ICELAND,2007,1.1677432
ICELAND,2008,1.3736926
ICELAND,2009,1.2091413
ICELAND,2010,1.286235
ICELAND,2011,1.3200926
ICELAND,2012,1.3258896
ICELAND,2013,1.8485372
ICELAND,2014,1.8675878
ICELAND,2015,1.947466
ICELAND,2016,1.9428855
INDIA,1989,1.0656768
INDIA,1990,1.0528214
INDIA,1991,1.0890603
INDIA,1992,1.0975661
INDIA,1993,1.144671
INDIA,1994,1.0826523
INDIA,1995,1.1584526
INDIA,1996,1.1242737
INDIA,1997,1.1192859
INDIA,1998,1.1496757
INDIA,1999,1.1063708
INDIA,2000,1.1131799
INDIA,2001,1.1245664
INDIA,2002,1.1414797
INDIA,2003,1.1668742
INDIA,2004,1.1400061
INDIA,2005,1.1256942
INDIA,2006,1.0877248
INDIA,2007,1.1092553
INDIA,2008,1.1003315
INDIA,2009,1.0551842
INDIA,2010,1.0681733
INDIA,2011,1.0826223
INDIA,2012,1.0619574
INDIA,2013,1.0803375
INDIA,2014,1.2196255
INDIA,2015,1.1561246
INDIA,2016,1.3219916
INDONESIA,1989,1.3405856
INDONESIA,1990,1.3424562
INDONESIA,1991,1.264673
INDONESIA,1992,1.2666113
INDONESIA,1993,1.255125
INDONESIA,1994,1.2844068
INDONESIA,1995,1.3814394
INDONESIA,1996,1.5517044
INDONESIA,1997,1.6957266
INDONESIA,1998,1.690948
INDONESIA,1999,1.4827124
INDONESIA,2000,1.6417325
INDONESIA,2001,1.3840208
INDONESIA,2002,1.5344833
INDONESIA,2003,1.6387486
INDONESIA,2004,1.664916
INDONESIA,2005,1.6329075
INDONESIA,2006,1.5058966
INDONESIA,2007,1.6025001
INDONESIA,2008,1.3899401
INDONESIA,2009,1.447639
INDONESIA,2010,1.4241699
INDONESIA,2011,1.6401756
INDONESIA,2012,1.5315813
INDONESIA,2013,1.3944626
INDONESIA,2014,1.3964268
INDONESIA,2015,1.4300131
INDONESIA,2016,1.5027006
IRELAND,1980,1.1574855
IRELAND,1981,1.1442369
IRELAND,1982,1.1057869
IRELAND,1983,1.1048845
IRELAND,1984,1.2097385
IRELAND,1985,1.1897864
IRELAND,1986,1.1678767
IRELAND,1987,1.2064147
IRELAND,1988,1.2251533
IRELAND,1989,1.2097592
IRELAND,1990,1.2046771
IRELAND,1991,1.2460968
IRELAND,1992,1.247888
IRELAND,1993,1.2457244
IRELAND,1994,1.266589
IRELAND,1995,1.2866846
IRELAND,1996,1.2991104
IRELAND,1997,1.3186303
IRELAND,1998,1.4409878
IRELAND,1999,1.53212
IRELAND,2000,1.6359042
IRELAND,2001,1.3790914
IRELAND,2002,1.4143
IRELAND,2003,1.4496633
IRELAND,2004,1.4412376
IRELAND,2005,1.4444505
IRELAND,2006,1.4069171
IRELAND,2007,1.4332569
IRELAND,2008,1.4689839
IRELAND,2009,1.5257013
IRELAND,2010,1.5075052
IRELAND,2011,1.4297675
IRELAND,2012,1.4581808
IRELAND,2013,1.5043571
IRELAND,2014,1.548062
IRELAND,2015,1.676193
IRELAND,2016,1.8183707
ISLE_OF_MAN,1999,0.92814976
ISLE_OF_MAN,2000,0.91442591
ISLE_OF_MAN,2001,0.87679553
ISLE_OF_MAN,2002,0.90114576
ISLE_OF_MAN,2003,1.533536
ISLE_OF_MAN,2004,2.3418796
ISLE_OF_MAN,2005,3.0052834
ISLE_OF_MAN,2006,2.323667
ISLE_OF_MAN,2007,1.5247015
ISLE_OF_MAN,2008,1.6334265
ISLE_OF_MAN,2009,1.6981674
ISLE_OF_MAN,2010,2.4754946
ISLE_OF_MAN,2011,1.6412319
ISLE_OF_MAN,2012,1.5525819
ISLE_OF_MAN,2013,1.7366276
ISLE_OF_MAN,2014,1.8165373
ISLE_OF_MAN,2015,2.0892096
ISLE_OF_MAN,2016,1.7180992
ISRAEL,1992,1.3887763
ISRAEL,1993,1.3839502
ISRAEL,1994,1.2944682
ISRAEL,1995,1.2922007
ISRAEL,1996,1.313254
ISRAEL,1997,1.3057102
ISRAEL,1998,1.3102914
ISRAEL,1999,1.4341985
ISRAEL,2000,1.3354331
ISRAEL,2001,1.6108735
ISRAEL,2002,1.5492893
ISRAEL,2003,1.5612929
ISRAEL,2004,1.5285714
ISRAEL,2005,1.4782151
ISRAEL,2006,1.4903543
ISRAEL,2007,1.4912908
ISRAEL,2008,1.4464192
ISRAEL,2009,1.5288959
ISRAEL,2010,1.610842
ISRAEL,2011,1.4755756
ISRAEL,2012,1.4594456
ISRAEL,2013,1.5758885
ISRAEL,2014,1.7053487
ISRAEL,2015,1.863287
ISRAEL,2016,2.0192685
ITALY,1980,0.99150419
ITALY,1981,1.1322395
ITALY,1982,1.0553243
ITALY,1983,1.0943918
ITALY,1984,1.0905468
ITALY,1985,1.1563547
ITALY,1986,1.1334621
ITALY,1987,1.2287085
ITALY,1988,1.1864549
ITALY,1989,1.1895198
ITALY,1990,1.1660252
ITALY,1991,1.2326437
ITALY,1992,1.3257055
ITALY,1993,1.6041185
ITALY,1994,1.6448414
ITALY,1995,1.7276672
ITALY,1996,1.8520799
ITALY,1997,1.7747345
ITALY,1998,1.9100703
ITALY,1999,2.3503163
ITALY,2000,2.3452566
ITALY,2001,2.4811904
ITALY,2002,2.5494246
ITALY,2003,2.3101082
ITALY,2004,2.2358954
ITALY,2005,2.1838923
ITALY,2006,2.1392486
ITALY,2007,2.1615117
ITALY,2008,2.0644147
ITALY,2009,2.1227028
ITALY,2010,2.0347517
ITALY,2011,1.9278475
ITALY,2012,1.841934
ITALY,2013,2.2827079
ITALY,2014,2.1804826
ITALY,2015,2.4597769
ITALY,2016,2.4554088
JAMAICA,2005,1.349708
JAMAICA,2006,1.2699442
JAMAICA,2007,2.8478932
JAMAICA,2008,2.7517622
JAMAICA,2009,1.2712061
JAMAICA,2010,1.2076423
JAMAICA,2011,1.2103705
JAMAICA,2012,1.1283591
JAMAICA,2013,1.352465
JAMAICA,2014,1.3479667
JAMAICA,2015,1.3383029
JAMAICA,2016,1.4179847
JAPAN,1980,1.0264043
JAPAN,1981,1.0197885
JAPAN,1982,1.0221535
JAPAN,1983,1.039517
JAPAN,1984,1.0393384
JAPAN,1985,1.0672933
JAPAN,1986,1.0631117
JAPAN,1987,1.0720593
JAPAN,1988,1.0870751
JAPAN,1989,1.1257733
JAPAN,1990,1.0981127
JAPAN,1991,1.1173847
JAPAN,1992,1.1249715
JAPAN,1993,1.1250463
JAPAN,1994,1.145758
JAPAN,1995,1.1504644
JAPAN,1996,1.1862165
JAPAN,1997,1.1999807
JAPAN,1998,1.2232234
JAPAN,1999,1.2355202
JAPAN,2000,1.2606733
JAPAN,2001,1.2282722
JAPAN,2002,1.2306781
JAPAN,2003,1.2706138
JAPAN,2004,1.3036569
JAPAN,2005,1.2803971
JAPAN,2006,1.270919
JAPAN,2007,1.2627498
JAPAN,2008,1.2512075
JAPAN,2009,1.2398392
JAPAN,2010,1.2721323
JAPAN,2011,1.2735223
JAPAN,2012,1.2539135
JAPAN,2013,1.2528006
JAPAN,2014,1.2634704
JAPAN,2015,1.3102242
JAPAN,2016,1.3260169
JERSEY,1998,1.0689633
JERSEY,1999,1.1394598
JERSEY,2000,1.1140931
JERSEY,2001,1.5181658
JERSEY,2002,1.6089646
JERSEY,2003,1.4060119
JERSEY,2004,1.3631155
JERSEY,2005,1.184019
JERSEY,2006,1.1452936
JERSEY,2007,2.1159086
JERSEY,2008,1.5771816
JERSEY,2009,1.4251151
JERSEY,2010,1.339046
JERSEY,2011,1.5045692
JERSEY,2012,1.4377335
JERSEY,2013,1.6112486
JERSEY,2014,1.6344932
JERSEY,2015,1.5075247
JERSEY,2016,1.5706396
JORDAN,1997,1.6626107
JORDAN,1998,1.5812238
JORDAN,1999,1.646824
JORDAN,2000,1.7347313
JORDAN,2001,1.6861795
JORDAN,2002,1.2437375
JORDAN,2003,1.2470622
JORDAN,2004,1.2502773
JORDAN,2005,1.4179013
JORDAN,2006,1.1887984
JORDAN,2007,1.1676681
JORDAN,2008,1.2537796
JORDAN,2009,1.1872747
JORDAN,2010,1.105072
JORDAN,2011,1.1170259
JORDAN,2012,1.0676411
JORDAN,2013,0.99126303
JORDAN,2014,1.0205555
JORDAN,2015,1.1448765
JORDAN,2016,1.0831954
KAZAKHSTAN,2005,2.02389
KAZAKHSTAN,2006,1.829989
KAZAKHSTAN,2007,1.9692127
KAZAKHSTAN,2008,1.9100512
KAZAKHSTAN,2009,3.1978774
KAZAKHSTAN,2010,3.4661198
KAZAKHSTAN,2011,3.2357597
KAZAKHSTAN,2012,3.0902343
KAZAKHSTAN,2013,3.0797417
KAZAKHSTAN,2014,2.9529588
KAZAKHSTAN,2015,2.0136104
KAZAKHSTAN,2016,2.0590971
KENYA,2000,0.9986949
KENYA,2001,1.0375655
KENYA,2002,1.1535164
KENYA,2003,3.5995221
KENYA,2004,2.6265564
KENYA,2005,1.7396103
KENYA,2006,1.7109175
KENYA,2007,1.6708516
KENYA,2008,1.6336411
KENYA,2009,1.3268865
KENYA,2010,1.2965422
KENYA,2011,1.353667
KENYA,2012,1.2700021
KENYA,2013,1.4481978
KENYA,2014,1.3734486
KENYA,2015,1.451093
KENYA,2016,1.5412674
KUWAIT,2003,2.353302
KUWAIT,2004,1.887482
KUWAIT,2005,2.1935768
KUWAIT,2006,2.1742158
KUWAIT,2007,1.8190864
KUWAIT,2008,1.746482
KUWAIT,2009,1.6897892
KUWAIT,2010,1.7510778
KUWAIT,2011,1.5237602
KUWAIT,2012,1.5044829
KUWAIT,2013,1.4812089
KUWAIT,2014,1.4749821
KUWAIT,2015,1.5157493
KUWAIT,2016,1.5184295
LATVIA,2005,1.4902029
LATVIA,2006,1.3184291
LATVIA,2007,1.8275297
LATVIA,2008,1.6284782
LATVIA,2009,1.0624028
LATVIA,2010,1.1456283
LATVIA,2011,1.0599668
LATVIA,2012,1.0210686
LATVIA,2013,1.2093633
LATVIA,2014,1.3081821
LATVIA,2015,1.3883568
LATVIA,2016,1.5037122
LEBANON,2005,1.5086062
LEBANON,2006,1.8596832
LEBANON,2007,1.8638717
LEBANON,2008,2.2336535
LEBANON,2009,1.9729137
LEBANON,2010,2.2298031
LEBANON,2011,2.41487
LEBANON,2012,1.4111893
LEBANON,2013,1.9258225
LEBANON,2014,2.2795992
LEBANON,2015,1.5205407
LIECHTENSTEIN,1986,1.5456719
LIECHTENSTEIN,1987,1.5322467
LIECHTENSTEIN,1988,1.5663662
LIECHTENSTEIN,1989,2.059675
LIECHTENSTEIN,1990,1.9208236
LIECHTENSTEIN,1991,2.1049504
LIECHTENSTEIN,1992,2.1972115
LIECHTENSTEIN,1993,1.2113278
LIECHTENSTEIN,1994,1.2611642
LIECHTENSTEIN,1995,1.1948963
LIECHTENSTEIN,1996,1.2018009
LIECHTENSTEIN,1997,1.2262456
LIECHTENSTEIN,1998,1.3253037
LIECHTENSTEIN,1999,1.3399481
LIECHTENSTEIN,2000,1.3459316
LIECHTENSTEIN,2001,1.2324512
LIECHTENSTEIN,2002,1.1992071
LITHUANIA,2002,4.9723163
LITHUANIA,2003,5.8001819
LITHUANIA,2004,3.7505877
LITHUANIA,2005,1.4790245
LITHUANIA,2006,1.4889805
LITHUANIA,2007,1.4702117
LITHUANIA,2008,1.2855335
LITHUANIA,2009,1.3408344
LITHUANIA,2010,1.3192458
LITHUANIA,2011,1.1961155
LITHUANIA,2012,1.1911335
LITHUANIA,2013,1.1672438
LITHUANIA,2014,1.23928
LITHUANIA,2015,1.302512
LITHUANIA,2016,1.3918399
LUXEMBOURG,1988,0.97386324
LUXEMBOURG,1989,1.0469066
LUXEMBOURG,1990,1.0006407
LUXEMBOURG,1991,1.2676365
LUXEMBOURG,1992,1.398499
LUXEMBOURG,1993,1.8856413
LUXEMBOURG,1994,1.8377949
LUXEMBOURG,1995,1.7882922
LUXEMBOURG,1996,1.6537075
LUXEMBOURG,1997,1.3628
LUXEMBOURG,1998,1.3368843
LUXEMBOURG,1999,1.4389392
LUXEMBOURG,2000,1.4503794
LUXEMBOURG,2001,1.1180689
LUXEMBOURG,2002,1.146413
LUXEMBOURG,2003,1.1389123
LUXEMBOURG,2004,1.2010851
LUXEMBOURG,2005,1.2110233
LUXEMBOURG,2006,1.1649302
LUXEMBOURG,2007,1.1917444
LUXEMBOURG,2008,1.1388625
LUXEMBOURG,2009,1.2190193
LUXEMBOURG,2010,1.1437868
LUXEMBOURG,2011,1.1965216
LUXEMBOURG,2012,1.25472
LUXEMBOURG,2013,1.2771894
LUXEMBOURG,2014,1.3343796
LUXEMBOURG,2015,1.2704133
LUXEMBOURG,2016,1.3436031
MACAU,2000,1.5521059
MACAU,2001,1.227051
MACAU,2002,1.1767887
MACAU,2003,1.1457208
MACAU,2004,1.0891296
MACAU,2005,1.0762784
MACAU,2006,3.653615
MACAU,2007,3.4098995
MACAU,2008,3.2234294
MACAU,2009,2.833132
MACAU,2010,4.0580378
MACAU,2011,4.9022574
MACAU,2012,2.3934996
MACAU,2013,1.2272005
MACAU,2014,1.2141681
MACAU,2015,1.174071
MACAU,2016,1.1657785
MACEDONIA,2005,3.0156324
MACEDONIA,2006,2.8908942
MACEDONIA,2007,2.9341054
MACEDONIA,2008,2.8152986
MACEDONIA,2009,1.3457336
MACEDONIA,2010,3.095799
MACEDONIA,2011,2.5695086
MACEDONIA,2012,1.6981844
MACEDONIA,2013,1.535464
MACEDONIA,2014,1.5007762
MACEDONIA,2015,2.8803654
MACEDONIA,2016,1.4487995
MALAWI,2005,1.4670744
MALAWI,2006,1.7357256
MALAWI,2007,1.7475692
MALAWI,2008,1.4008648
MALAWI,2009,1.4180053
MALAWI,2010,1.7349135
MALAWI,2011,1.5847183
MALAWI,2012,1.7517282
MALAWI,2013,2.128109
MALAWI,2014,1.8600076
MALAWI,2015,1.7907664
MALAWI,2016,1.811868
MALAYSIA,1980,1.3006675
MALAYSIA,1981,1.1441903
MALAYSIA,1982,1.0663399
MALAYSIA,1983,1.0441099
MALAYSIA,1984,1.0727179
MALAYSIA,1985,1.0322601
MALAYSIA,1986,1.03142
MALAYSIA,1987,0.97355676
MALAYSIA,1988,1.2779945
MALAYSIA,1989,1.2548956
MALAYSIA,1990,1.1263273
MALAYSIA,1991,1.0981846
MALAYSIA,1992,1.1405369
MALAYSIA,1993,1.1612369
MALAYSIA,1994,1.1698443
MALAYSIA,1995,1.1259438
MALAYSIA,1996,1.0881221
MALAYSIA,1997,1.0984875
MALAYSIA,1998,1.1227778
MALAYSIA,1999,1.1661044
MALAYSIA,2000,1.2921612
MALAYSIA,2001,1.3033907
MALAYSIA,2002,1.2818105
MALAYSIA,2003,1.4814556
MALAYSIA,2004,1.4296688
MALAYSIA,2005,1.4357166
MALAYSIA,2006,1.4744684
MALAYSIA,2007,1.4257931
MALAYSIA,2008,1.3985919
MALAYSIA,2009,1.3376606
MALAYSIA,2010,1.3824553
MALAYSIA,2011,1.3857282
MALAYSIA,2012,1.3466953
MALAYSIA,2013,1.3355525
MALAYSIA,2014,1.3822899
MALAYSIA,2015,1.3866072
MALAYSIA,2016,1.3339521
MALTA,1999,2.3041179
MALTA,2000,1.052824
MALTA,2001,0.91056627
MALTA,2002,0.92880166
MALTA,2003,0.90451747
MALTA,2004,0.89731044
MALTA,2005,1.7204423
MALTA,2006,1.9550534
MALTA,2007,1.9238272
MALTA,2008,3.2938831
MALTA,2009,1.8253509
MALTA,2010,1.8136669
MALTA,2011,3.3711245
MALTA,2012,3.1135731
MALTA,2013,3.0538998
MALTA,2014,2.2464375
MALTA,2015,2.0645001
MALTA,2016,2.0233948
MARSHALL_ISLANDS,2005,1.1006287
MARSHALL_ISLANDS,2006,1.0295491
MARSHALL_ISLANDS,2007,0.99202651
MARSHALL_ISLANDS,2008,2.4353528
MARSHALL_ISLANDS,2009,2.87814
MARSHALL_ISLANDS,2010,3.0235555
MARSHALL_ISLANDS,2011,2.806474
MARSHALL_ISLANDS,2012,2.7692697
MARSHALL_ISLANDS,2013,2.570395
MARSHALL_ISLANDS,2014,2.3744113
MARSHALL_ISLANDS,2015,2.7678025
MARSHALL_ISLANDS,2016,3.0697615
MAURITIUS,2005,1.2728341
MAURITIUS,2006,1.2109073
MAURITIUS,2007,1.3321832
MAURITIUS,2008,1.2149425
MAURITIUS,2009,1.1945595
MAURITIUS,2010,1.1765085
MAURITIUS,2011,1.508745
MAURITIUS,2012,1.5106499
MAURITIUS,2013,1.572583
MAURITIUS,2014,1.3779752
MAURITIUS,2015,1.4629309
MAURITIUS,2016,1.8014033
MEXICO,1980,1.3788142
MEXICO,1981,1.4147598
MEXICO,1982,1.3490771
MEXICO,1983,1.4110932
MEXICO,1984,1.5273771
MEXICO,1985,1.4899496
MEXICO,1986,1.4184483
MEXICO,1987,1.3945615
MEXICO,1988,1.3903652
MEXICO,1989,1.3632233
MEXICO,1990,1.4048746
MEXICO,1991,1.3882099
MEXICO,1992,1.4054772
MEXICO,1993,1.4031477
MEXICO,1994,1.5156405
MEXICO,1995,1.7382859
MEXICO,1996,1.6635284
MEXICO,1997,1.6112608
MEXICO,1998,1.6894053
MEXICO,1999,1.8099082
MEXICO,2000,1.690226
MEXICO,2001,1.6939211
MEXICO,2002,1.7255783
MEXICO,2003,1.6554307
MEXICO,2004,1.7348027
MEXICO,2005,1.8344386
MEXICO,2006,1.8685629
MEXICO,2007,1.8163618
MEXICO,2008,1.6086349
MEXICO,2009,1.5814916
MEXICO,2010,1.5122182
MEXICO,2011,1.4856833
MEXICO,2012,1.5765996
MEXICO,2013,1.7556739
MEXICO,2014,1.7205999
MEXICO,2015,1.6849356
MEXICO,2016,1.5529778
MONACO,1987,1.0291542
MONACO,1988,1.0811547
MONACO,1989,1.0945122
MONACO,1990,1.1129037
MONACO,1991,1.1182978
MONACO,1992,1.0576454
MONACO,1993,1.0746453
MONACO,1994,1.0343075
MONACO,1995,1.0125694
MONACO,1996,0.9467954
MONACO,1997,0.9425959
MONACO,1998,1.0685959
MONACO,1999,1.0751311
MONACO,2000,0.98742253
MONACO,2001,0.95950282
MONACO,2002,1.1506344
MONACO,2003,1.0819111
MONACO,2004,1.1250257
MONACO,2005,1.155879
MONACO,2006,1.1903787
MONACO,2007,1.1137903
MONACO,2008,1.4591936
MONACO,2009,1.3978655
MONACO,2010,1.4906621
MONACO,2011,1.3284465
MONACO,2012,1.0629648
MONACO,2013,1.1575032
MONACO,2014,1.5851024
MONACO,2015,1.7276884
MONACO,2016,1.7570022
MONGOLIA,2009,1.4455802
MONGOLIA,2010,1.3886375
MONGOLIA,2011,1.3852054
MONGOLIA,2012,1.0055922
MONGOLIA,2013,1.2150096
MONGOLIA,2014,0.95329696
MONGOLIA,2015,0.74863243
MONGOLIA,2016,1.2295014
MONTENEGRO,2005,2.1573997
MONTENEGRO,2006,2.0537508
MONTENEGRO,2007,1.8663062
MONTENEGRO,2008,1.4414614
MONTENEGRO,2009,1.7030715
MONTENEGRO,2010,1.9387102
MONTENEGRO,2011,1.5140495
MONTENEGRO,2012,1.6620498
MONTENEGRO,2013,2.3920152
MONTENEGRO,2014,2.5810766
MONTENEGRO,2015,2.2646077
MONTENEGRO,2016,2.5351288
MOROCCO,1997,1.1043992
MOROCCO,1998,1.2167108
MOROCCO,1999,1.0712622
MOROCCO,2000,1.0902493
MOROCCO,2001,1.0674872
MOROCCO,2002,1.6384262
MOROCCO,2003,1.6909634
MOROCCO,2004,1.6065521
MOROCCO,2005,1.5282885
MOROCCO,2006,1.6036936
MOROCCO,2007,1.7147787
MOROCCO,2008,1.6069059
MOROCCO,2009,1.6507751
MOROCCO,2010,1.7981458
MOROCCO,2011,1.3281792
MOROCCO,2012,1.2885219
MOROCCO,2013,1.7239791
MOROCCO,2014,1.6742717
MOROCCO,2015,1.897945
MOROCCO,2016,1.9311661
MYANMAR,2016,1.6577598
NAMIBIA,2005,1.5875027
NAMIBIA,2006,1.818123
NAMIBIA,2007,1.6708909
NAMIBIA,2008,1.5029566
NAMIBIA,2009,1.420434
NAMIBIA,2010,1.48526
NAMIBIA,2011,1.6319799
NAMIBIA,2012,1.5184666
NAMIBIA,2013,1.4751474
NAMIBIA,2014,1.9393805
NAMIBIA,2015,2.2599444
NAMIBIA,2016,3.2688644
NETHERLANDS,1980,1.0538882
NETHERLANDS,1981,1.0466957
NETHERLANDS,1982,1.1210423
NETHERLANDS,1983,1.1587844
NETHERLANDS,1984,1.1479634
NETHERLANDS,1985,1.1565567
NETHERLANDS,1986,1.1889458
NETHERLANDS,1987,1.2081831
NETHERLANDS,1988,1.2257737
NETHERLANDS,1989,1.2422711
NETHERLANDS,1990,1.2461523
NETHERLANDS,1991,1.2373149
NETHERLANDS,1992,1.2525153
NETHERLANDS,1993,1.1381848
NETHERLANDS,1994,1.225337
